17_6,8106,1.23002,0.0996742,8141,1.36547,0.0556297,8402,0.169135,0.0372772,8147,0.843102,0.0579681,63334,0.157759
17_7,7726,1.23393,0.0991859,7727,1.3331,0.0562477,8025,0.16102,0.0378799,7751,0.806685,0.0574455,47548,0.178997
17_8,7948,1.22529,0.0990219,7951,1.35793,0.055912,8256,0.166931,0.0379906,7976,0.829657,0.0576782,40138,0.150023
17_9,8186,1.24935,0.0990105,8227,1.37282,0.0558434,8548,0.170676,0.037674,8251,0.84014,0.0579681,53983,0.1645
17_10,6965,1.17771,0.0978966,6965,1.27018,0.05616,7278,0.155328,0.0383186,6980,0.754012,0.056839,41860,0.274957
18_6,29254,4.41746,0.225746,30335,3.95418,0.0755768,30392,0.55642,0.0570793,29392,2.59094,0.0731964,148205,0.501957
18_7,28416,4.39637,0.225063,29677,3.76367,0.0756111,29291,0.544222,0.0568848,28521,2.55428,0.0726662,80395,0.349005
18_8,28431,4.25723,0.225376,29380,3.89771,0.0757713,29500,0.539863,0.0573196,28550,2.53033,0.0731735,128199,0.338323
18_9,28480,4.45433,0.225445,28865,3.90166,0.0750656,29453,0.545982,0.0568008,28575,2.56307,0.0725937,81935,0.354721
18_10,28344,4.39636,0.22538,28354,3.87419,0.0755196,29517,0.539328,0.0571861,28470,2.52262,0.072876,124494,0.517063
19_6,51481,14.5371,0.62645,52304,8.10811,0.126091,53249,1.05053,0.0624466,51721,5.425,0.123123,311989,0.841185
19_7,51960,14.6284,0.627342,53471,8.16608,0.126213,53674,1.12011,0.0624046,52135,5.73684,0.122829,179200,0.686262
19_8,52454,14.5289,0.627449,52530,7.67202,0.126385,54071,1.11933,0.0624924,52620,5.74572,0.122665,198413,0.983879
19_9,51217,15.0293,0.625538,51744,8.04289,0.125767,52820,1.10105,0.0621529,51369,5.56179,0.12006,240037,0.873256
19_10,51553,15.0936,0.626972,51880,7.89203,0.126015,53246,1.11417,0.0618858,51725,5.71987,0.122562,226379,0.666097
20_6,90066,44.9407,1.68564,90634,15.888,0.233723,93211,2.2528,0.0901413,90412,12.2784,0.228363,497869,2.45476
20_7,88569,44.4395,1.68084,89039,16.4472,0.232159,91241,2.19038,0.0897713,88806,12.0543,0.226734,365585,1.85438
20_8,91364,44.7214,1.68709,95002,16.8199,0.234425,94380,2.25925,0.0903358,91681,11.7876,0.229012,440598,1.61237
20_9,90615,44.1809,1.68752,91387,16.6335,0.234344,93862,2.1505,0.0905685,90937,11.7579,0.229042,470909,1.98988
20_10,92804,46.7419,1.68904,95144,16.7942,0.235229,96103,2.17058,0.0905113,93142,11.7961,0.229801,428915,2.14057
21_6,121036,134.924,4.90102,122104,31.3037,0.424492,124129,3.90336,0.135654,121292,22.2878,0.405361,1125500,3.03434
21_7,124939,133.165,4.94164,126461,30.0391,0.429558,128244,3.96351,0.136459,125205,21.7009,0.410133,893878,3.77592
21_8,121419,132.939,4.93002,121897,31.7952,0.427521,124732,4.00911,0.13633,121690,23.0495,0.40799,954623,3.85215
21_9,118685,133.512,4.92013,120606,31.1094,0.426426,121949,3.90036,0.135628,118970,22.2779,0.406281,927654,2.96707
21_10,121976,133.838,4.93539,122946,32.0785,0.428268,125381,4,0.136379,122269,21.4405,0.409294,585931,4.85156
22_6,191474,391.843,12.6799,193594,57.645,0.76009,197824,7.44132,0.216732,191933,40.7967,0.738476,1212975,10.7716
22_7,196442,397.315,12.7074,200664,58.176,0.769844,202717,7.47782,0.218876,197057,43.4662,0.74564,1231487,9.34567
22_8,186741,384.007,12.6517,189264,60.0111,0.762894,192362,7.33169,0.217098,187194,41.7602,0.735554,1640960,9.40517
22_9,180136,381.172,12.5519,182174,57.2603,0.749748,185780,7.09369,0.213745,180632,42.2713,0.725765,2076486,7.06586
22_10,179871,382.087,12.6369,183287,57.45,0.7579,185335,7.18577,0.215515,180295,42.5704,0.732105,1252270,6.86934
23_6,155951,878.445,24.995,157642,72.5839,0.975498,161505,8.23236,0.257179,156462,49.8459,0.920464,2776007,13.5836
23_7,155138,847.16,24.6932,157261,73.314,0.972202,160893,8.2363,0.256378,155693,49.1581,0.902229,2504092,8.24777
23_8,166695,867.126,25.4132,169694,78.842,1.00484,172654,8.64667,0.265404,167293,51.5159,0.943481,3304954,13.2373
23_9,156454,849.824,24.8341,157989,71.7119,0.970963,162305,8.17993,0.255531,156976,49.0377,0.905914,3092645,7.70029
23_10,167040,903.369,25.7768,169407,78.0255,1.00393,173444,8.6232,0.265629,167614,51.2784,0.948994,3040736,9.09341
24_6,215192,2392.52,55.0275,217681,119.459,1.53893,224871,13.4908,0.389225,215993,79.577,1.47366,3667825,38.7061
24_7,218564,2449.2,55.399,223365,125.998,1.56015,227551,13.6005,0.392601,219381,80.3574,1.48786,4108949,19.1949
24_8,213989,2426.71,55.2707,218206,123.908,1.548,223790,13.6402,0.391724,214949,80.6299,1.48126,4092255,20.1936
24_9,212501,2458.73,55.4017,214994,120.153,1.55211,222175,13.3752,0.387947,213390,79.6405,1.48095,3532605,19.8173
24_10,206641,2326.82,53.8822,208523,120.341,1.50095,216320,13.1947,0.382351,207589,77.6868,1.44008,4175029,20.3715
25_6,288747,185.812,2.2958,299197,20.157,0.557701,285800,120.591,2.22624,6249347,32.8314
25_7,282482,190.644,2.28738,292552,19.5904,0.558651,279785,112.467,2.2086,8238026,64.4695
25_8,309887,204.009,2.3923,321338,20.5664,0.582619,307752,122.42,2.36336,6612054,66.5341
25_9,295010,196.732,2.32805,306684,20.7,0.567169,293051,124.152,2.2709,6523416,44.5473
25_10,313396,197.892,2.42159,323398,21.3882,0.584557,309643,129.215,2.372,5916208,64.962
26_6,228386,177.029,2.17025,238782,18.1425,0.535976,226576,101.429,2.09743,8619821,29.3615
26_7,179302,151.762,1.86504,187377,14.0712,0.447689,178377,82.4905,1.74837,12879470,31.0423
26_8,180457,144.578,1.73541,187698,13.3751,0.429466,178444,78.1742,1.65846,11846359,23.3011
