square,23,77.4858,2196256,514.355,1.4579,2478762,57.6803,0.385483,2149226,377.464,1.47792
square,24,191.408,4381988,1020.53,2.57045,5158372,119.914,0.674839,4211648,775.244,2.76577
square,22,18.3173,1102401,753.844,5.38296,1157436,214.816,0.537449,1311817,24.2144,0.185059,1121644,154.635,0.547909
