sqrt,24,44.6363,363265,1382.75,6.71793,369993,117.944,0.235435,384666,7.12454,0.0837059,366551,47.841,0.155834
sqrt,25,82.5816,785552,357.124,0.634487,802430,18.3156,0.119465,774103,148.916,0.453003
sqrt,26,88.5585,818406,313.951,0.479626,848901,16.7424,0.105751,807314,128.029,0.318092
