div,27,85.8933,3194006,3573.72,12.3685,3542966,343.303,0.513607,3820909,18.4542,0.100193,3236485,108.448,0.234573
div,28,83.6795,6296622,702.545,1.0328,6778114,35.2949,0.183292,5944307,218.117,0.485565
div,29,87.1933,9669676,1186.4,2.31858,10143510,48.0191,0.246998,8880570,342.128,1.02326
