hyp,22,161.514,2940425,2004.27,9.33876,3106143,552.946,0.6591,3446809,61.3736,0.210411,2981788,383.19,0.667931
hyp,23,212.994,6116972,1299.7,1.0617,6646703,141.999,0.350063,5970174,920.756,1.12537
hyp,24,332.03,12895580,2794.73,2.1583,14462263,296.06,0.64785,12485569,2028.3,2.35479
