multiplier,23,36.1336,5876581,1469.07,9.19294,6141707,695.815,0.503773,7147656,58.501,0.142868,6022868,410.589,0.494995
multiplier,24,59.5027,8623680,1031.5,1.19246,9786016,108.894,0.32666,8381849,721.321,1.17994
multiplier,25,239.436,27563629,3795.43,1.19255,32338836,598.543,0.420441,27412186,2944.63,1.18023
